timestamp_utc,open,high,low,close,volume
2019-12-12T20:14:00+00:00,11768.5,11768.5,11767.5,11767.75,0
2019-12-12T20:15:00+00:00,11767.0,11767.0,11764.0,11764.0,0
2019-12-12T20:16:00+00:00,11763.75,11765.5,11762.75,11764.25,0
2019-12-12T20:17:00+00:00,11766.0,11767.75,11765.25,11767.75,0
2019-12-12T20:18:00+00:00,11767.0,11770.25,11766.75,11770.0,0
2019-12-12T20:19:00+00:00,11770.0,11771.0,11768.0,11768.0,0
2019-12-12T20:20:00+00:00,11768.0,11771.25,11767.75,11771.25,0
2019-12-12T20:21:00+00:00,11771.0,11773.0,11769.75,11771.75,0
2019-12-12T20:22:00+00:00,11771.0,11771.25,11768.75,11769.75,0
2019-12-12T20:23:00+00:00,11769.75,11771.75,11769.5,11771.75,0
